tube_assembly_id,quantity,cost
TA-00334,Yes,50,2.78484111660722
TA-00334,Yes,100,2.64295610467219
TA-00334,Yes,250,2.5594943329457
TA-00335,Yes,1,21.9615742002971
TA-00335,Yes,2,12.3968551604413
TA-00335,Yes,5,6.66024938377392
TA-00335,Yes,10,4.74619275217974
TA-00335,Yes,25,3.59720236141173
TA-00335,Yes,50,3.28282968790861
TA-00335,Yes,100,3.14094467597358
TA-00335,Yes,250,3.05748290424709
TA-00338,Yes,1,21.8280353655347
TA-00338,Yes,2,12.263316325679
TA-00338,Yes,5,6.52392848995398
TA-00338,Yes,10,4.60987185835981
TA-00338,Yes,25,3.46366352664934
TA-00338,Yes,50,3.14650879408868
TA-00338,Yes,100,3.00462378215365
TA-00338,Yes,250,2.92116201042716
TA-00348,No,1,9.8178864140928
TA-00349,Yes,15,7.84262448323253
TA-00349,Yes,20,6.7993523366514
TA-00349,Yes,25,5.61697723719279
TA-00349,Yes,35,5.06056542568286
TA-00349,Yes,45,4.75175687029484
TA-00349,Yes,50,4.6432565670504
TA-00350,No,1,27.4450126027275
TA-00351,No,1,23.216282835252
TA-00353,No,1,6.31527406063776
TA-00354,No,1,7.82036801077213
TA-00356,No,1,8.26827951903763
TA-00358,No,1,6.62408261602577
TA-00362,Yes,1,14.1022573627193
TA-00362,Yes,2,9.67600140215776
TA-00362,Yes,3,8.19872804259889
TA-00362,Yes,5,7.01635294314028
TA-00362,Yes,10,6.13165816283948
TA-00362,Yes,20,5.68931077268908
TA-00363,Yes,1,14.1022573627193
TA-00363,Yes,2,9.67600140215776
TA-00363,Yes,3,8.19872804259889
TA-00363,Yes,5,7.01635294314028
TA-00363,Yes,10,6.13165816283948
TA-00363,Yes,20,5.68931077268908
TA-00365,No,1,14.0327058862806
TA-00366,Yes,2,7.2138791362263
TA-00366,Yes,10,4.7100259844316
TA-00367,Yes,5,9.16688459462618
TA-00367,Yes,10,6.3848255370765
TA-00367,Yes,15,5.45839987091246
TA-00367,Yes,20,4.99379600830166
TA-00370,Yes,1,22.1396259799803
TA-00370,Yes,2,12.5749069401245
TA-00370,Yes,5,6.83551910439955
TA-00370,Yes,10,4.92424453186292
TA-00370,Yes,25,3.77525414109491
TA-00370,Yes,50,3.46088146759179
TA-00370,Yes,100,3.31899645565676
TA-00370,Yes,250,3.23275262487272
TA-00371,Yes,18,4.76010304746749
TA-00371,Yes,36,3.98947268852623
TA-00371,Yes,48,3.79472855449775
TA-00371,Yes,72,3.60276647952683
TA-00372,No,75,12.9866516806419
TA-00373,Yes,5,10.0348870205817
TA-00373,Yes,10,6.20955581645087
TA-00373,Yes,25,3.91435709397239
TA-00374,No,50,5.01883453981961
TA-00375,Yes,1,19.3297463318551
TA-00375,Yes,16,14.5946818159056
TA-00375,Yes,24,11.8543536442192
TA-00375,Yes,32,8.9109351613316
TA-00376,No,1,5.31373279991988
TA-00378,No,50,16.3807637308525
TA-00383,Yes,1,24.445952938689
TA-00383,Yes,2,14.2552706108845
TA-00383,Yes,5,8.14308686144789
TA-00383,Yes,10,6.10383757226398
TA-00383,Yes,25,4.87973158694213
TA-00383,Yes,50,4.54032038192107
TA-00384,Yes,20,5.28591220934438
TA-00384,Yes,25,4.96875747678372
TA-00384,Yes,30,4.75453892935239
TA-00384,Yes,35,4.60430774024471
TA-00384,Yes,40,4.49024331888517
TA-00384,Yes,45,4.40121742904358
TA-00385,Yes,25,9.10846135441763
TA-00385,Yes,50,7.94834272741942
TA-00386,Yes,1,21.4162906250174
TA-00386,Yes,2,11.8515715851616
TA-00386,Yes,5,6.11218374943663
TA-00386,Yes,10,4.20090917690001
TA-00386,Yes,25,3.05191878613199
TA-00386,Yes,50,2.73754611262888
TA-00386,Yes,100,2.59566110069385
TA-00386,Yes,250,2.50941726990981
TA-00393,Yes,1,161.946439799024
TA-00393,Yes,2,109.64372951709
TA-00393,Yes,5,78.2621033479299
TA-00393,Yes,10,68.1910495596
TA-00394,Yes,1,17.6493826610951
TA-00394,Yes,2,9.75389905576916
TA-00394,Yes,5,5.01605248076206
TA-00394,Yes,10,3.43584293607385
TA-00394,Yes,25,2.48994285650696
TA-00394,Yes,50,2.23955754132749
TA-00394,Yes,100,2.1338392971406
TA-00394,Yes,250,2.06706987975941
TA-00398,No,1,5.90352932012041
TA-00400,No,1,5.90352932012041
TA-00402,No,1,1.83615897798278
TA-00403,Yes,2,5.096732193431
TA-00403,Yes,4,3.35794528246246
TA-00403,Yes,6,2.77649493943457
TA-00408,Yes,1,3.07417525859239
TA-00408,Yes,4,6.71867262398246
TA-00408,Yes,8,5.516823111121
TA-00408,Yes,12,3.99225474758378
TA-00408,Yes,16,3.07417525859239
TA-00412,Yes,1,1.39659364688994
TA-00412,Yes,1,1.51900424542212
TA-00414,No,1,12.015713069557
TA-00416,No,1,12.936574617606
TA-00417,No,1,5.84510607991186
TA-00418,Yes,25,5.9257857925808
TA-00420,Yes,25,5.1412451383518
TA-00421,Yes,25,5.1412451383518
TA-00422,Yes,25,5.1412451383518
TA-00424,Yes,25,4.88529570505723
TA-00425,Yes,25,4.88529570505723
TA-00426,Yes,25,4.54032038192107
TA-00429,Yes,25,4.54032038192107
TA-00430,No,1,15.5044151277243
TA-00434,Yes,1,3.06026496330464
TA-00434,Yes,8,8.88589662981366
TA-00434,Yes,16,7.77585506585134
TA-00434,Yes,24,6.66581350188902
TA-00434,Yes,32,5.9981193280771
TA-00436,No,1,1.43554247369563
TA-00440,Yes,1,29.4981721871992
TA-00440,Yes,2,17.6382544248649
TA-00440,Yes,5,10.5217473556529
TA-00440,Yes,10,8.14865097956299
TA-00440,Yes,25,6.72701880115511
TA-00440,Yes,50,6.31805611969531
TA-00440,Yes,100,6.13165816283948
TA-00440,Yes,250,6.02037580053749
TA-00441,Yes,1,23.408244910223
TA-00441,Yes,2,13.8435258703672
TA-00441,Yes,5,8.10692009369975
TA-00441,Yes,10,6.19286346210557
TA-00441,Yes,25,5.04665513039511
TA-00441,Yes,50,4.72950039783445
TA-00441,Yes,100,4.58761538589941
TA-00441,Yes,250,4.50415361417292
TA-00446,No,1,4.10631916894332
TA-00447,Yes,1,1.67758161170245
TA-00447,Yes,1,1.82224868269504
TA-00448,Yes,1,1.83337691892523
TA-00448,Yes,1,1.99195428520557
TA-00449,Yes,1,1.07109273715662
TA-00449,Yes,1,1.16290068605576
TA-00452,Yes,1,1.32426011139364
TA-00453,Yes,5,15.3736583520195
TA-00453,Yes,10,8.9777045787128
TA-00453,Yes,15,6.84664734062975
TA-00453,Yes,20,5.78111872158822
TA-00454,No,5,22.7516789726412
TA-00455,Yes,1,120.207207758606
TA-00455,Yes,2,68.9477696232536
TA-00455,Yes,3,52.3249667543943
TA-00455,Yes,4,42.6239268207186
TA-00455,Yes,5,37.0792831190221
TA-00458,Yes,1,21.7640480072111
TA-00458,Yes,2,12.1993289673553
TA-00458,Yes,5,6.45994113163034
TA-00458,Yes,10,4.54588450003617
TA-00458,Yes,25,3.3996761683257
TA-00458,Yes,50,3.08252143576504
TA-00458,Yes,100,2.94063642383
TA-00458,Yes,250,2.85717465210351
TA-00461,Yes,1,21.9114971372612
TA-00461,Yes,2,12.3467780974055
TA-00461,Yes,5,6.60739026168047
TA-00461,Yes,10,4.69611568914385
TA-00461,Yes,25,3.54712529837583
TA-00461,Yes,50,3.23275262487272
TA-00461,Yes,100,3.09086761293769
TA-00461,Yes,250,3.00462378215365
TA-00462,Yes,1,17.8079600273755
TA-00462,Yes,2,9.91247642204949
TA-00462,Yes,5,5.17462984704239
TA-00462,Yes,10,3.59720236141173
TA-00462,Yes,25,2.64852022278729
TA-00462,Yes,50,2.40091696666537
TA-00462,Yes,100,2.29241666342093
TA-00462,Yes,250,2.22842930509729
TA-00463,Yes,1,18.9402580637982
TA-00463,Yes,2,11.0447744584722
TA-00463,Yes,5,6.30692788346511
TA-00463,Yes,10,4.72950039783445
TA-00463,Yes,25,3.78081825921001
TA-00463,Yes,50,3.53321500308809
TA-00463,Yes,100,3.42471469984365
TA-00463,Yes,250,3.36072734152001
TA-00465,No,1,6.47385142691809
TA-00469,No,1,50.5027180716992
TA-00471,Yes,1,21.5887782865855
TA-00471,Yes,2,12.0240592467297
TA-00471,Yes,5,6.28467141100471
TA-00471,Yes,10,4.37061477941054
TA-00471,Yes,25,3.22440644770007
TA-00471,Yes,50,2.90725171513941
TA-00471,Yes,100,2.76536670320438
TA-00471,Yes,250,2.68190493147789
TA-00472,Yes,1,21.4663676880533
TA-00472,Yes,2,11.9016486481975
TA-00472,Yes,5,6.16226081247253
TA-00472,Yes,10,4.2509862399359
TA-00472,Yes,25,3.10199584916789
TA-00472,Yes,50,2.78484111660722
TA-00472,Yes,100,2.64573816372974
TA-00472,Yes,250,2.5594943329457
TA-00473,Yes,1,198.218925791357
TA-00473,Yes,2,102.212849774375
TA-00473,Yes,3,69.0896546351886
TA-00473,Yes,4,53.3682389009754
TA-00473,Yes,5,43.937058695882
TA-00474,Yes,1,13.0200363893325
TA-00474,Yes,3,6.32640229686796
TA-00474,Yes,5,4.96041129961107
TA-00474,Yes,10,3.95608797983564
TA-00474,Yes,20,3.4497532313616
TA-00485,No,1,1.79999221023464
TA-00486,No,1,9.8123222959777
TA-00487,Yes,1,5.49456663866061
TA-00488,Yes,1,28.8110035999844
TA-00488,Yes,2,16.9510858376502
TA-00488,Yes,5,9.83736082749565
TA-00488,Yes,10,7.46426445140577
TA-00488,Yes,25,6.04263227299789
TA-00488,Yes,50,5.63366959153809
TA-00488,Yes,100,5.44727163468226
TA-00488,Yes,250,5.33320721332272
TA-00489,Yes,1,28.479938572136
TA-00489,Yes,2,16.6200208098018
TA-00489,Yes,5,9.50351374058968
TA-00489,Yes,10,7.13041736449981
TA-00489,Yes,25,5.70878518609193
TA-00489,Yes,50,5.29982250463213
TA-00489,Yes,100,5.1134245477763
TA-00489,Yes,250,4.99936012641676
TA-00492,Yes,1,29.6344930810191
TA-00492,Yes,2,17.7745753186849
TA-00492,Yes,5,10.6580682494728
TA-00492,Yes,10,8.28775393244048
TA-00492,Yes,25,6.86333969497504
TA-00492,Yes,50,6.45715907257279
TA-00492,Yes,100,6.26797905665941
TA-00492,Yes,250,6.15669669435743
TA-00493,Yes,1,29.3145562894009
TA-00493,Yes,2,17.4546385270667
TA-00493,Yes,5,10.3381314578546
TA-00493,Yes,10,7.96781714082227
TA-00493,Yes,25,6.54340290335683
TA-00493,Yes,50,6.13722228095458
TA-00493,Yes,100,5.9480422650412
TA-00493,Yes,250,5.83675990273921
TA-00494,Yes,1,29.5844160179832
TA-00494,Yes,2,17.724498255649
TA-00494,Yes,5,10.6107732454945
TA-00494,Yes,10,8.23767686940458
TA-00494,Yes,25,6.81326263193915
TA-00494,Yes,50,6.4070820095369
TA-00494,Yes,100,6.22068405268107
TA-00494,Yes,250,6.10661963132153
TA-00495,Yes,1,29.4926080690841
TA-00495,Yes,2,17.6326903067498
TA-00495,Yes,5,10.5189652965953
TA-00495,Yes,10,8.14586892050544
TA-00495,Yes,25,6.72423674209756
TA-00495,Yes,50,6.31527406063776
TA-00495,Yes,100,6.12887610378193
TA-00495,Yes,250,6.01481168242239
TA-00497,Yes,1,25.483660967155
TA-00497,Yes,2,15.2929786393506
TA-00497,Yes,5,9.17801283085637
TA-00497,Yes,10,7.13876354167246
TA-00497,Yes,25,5.91743961540816
TA-00497,Yes,50,5.57524635132954
TA-00497,Yes,100,5.42223310316431
TA-00497,Yes,250,5.33042515426517
TA-00500,Yes,1,27.9791679417771
TA-00500,Yes,2,16.1192501794428
TA-00500,Yes,5,9.00274311023074
TA-00500,Yes,10,6.62964673414087
TA-00500,Yes,25,5.20801455573299
TA-00500,Yes,50,4.79905187427319
TA-00500,Yes,100,4.61265391741736
TA-00500,Yes,250,4.50137155511537
TA-00501,Yes,1,2.11992900185285
TA-00501,Yes,1,1.49118365484663
TA-00503,Yes,1,12.152033963377
TA-00506,Yes,1,3.4441891132465
TA-00506,Yes,1,2.48716079744941
TA-00506,Yes,1,2.83491817964312
TA-00506,Yes,1,1.01823361506318
TA-00511,Yes,1,24.0036055485386
TA-00511,Yes,2,13.8129232207341
TA-00511,Yes,5,7.69795741223995
TA-00511,Yes,10,5.66149018211359
TA-00511,Yes,25,4.43738419679173
TA-00511,Yes,50,4.09519093271312
TA-00511,Yes,100,3.94217768454789
TA-00511,Yes,250,3.85036973564875
TA-00513,Yes,1,27.6898337997919
TA-00513,Yes,2,17.4991514719874
TA-00513,Yes,5,11.3841856634933
TA-00513,Yes,10,9.34493637430935
TA-00513,Yes,25,8.12361244804505
TA-00513,Yes,50,7.78141918396644
TA-00513,Yes,100,7.62840593580121
TA-00513,Yes,250,7.53659798690207
TA-00517,Yes,1,21.8642021332829
TA-00517,Yes,6,4.94371894526577
TA-00517,Yes,20,1.82224868269504
TA-00518,No,1,4.55979479532392
TA-00520,Yes,1,21.282751790255
TA-00520,Yes,6,4.35948654318034
TA-00520,Yes,20,1.24079833966715
TA-00522,Yes,1,50.7837060365117
TA-00522,Yes,1,50.7837060365117
TA-00527,Yes,1,24.587837950624
TA-00527,Yes,6,4.86582129165438
TA-00527,Yes,20,1.22688804437941
TA-00528,No,1,1.47449130050133
TA-00529,No,1,6.29858170629246
TA-00530,Yes,1,400.978171964634
TA-00530,Yes,3,136.432176182236
TA-00530,Yes,5,80.1845061566967
TA-00533,Yes,1,4.18699888161226
TA-00534,No,1,4.82130834673358
TA-00540,No,1,220.889925051329
TA-00541,Yes,2,19.1489124931144
TA-00541,Yes,4,10.3659520484301
TA-00541,Yes,6,7.37802062062173
TA-00541,Yes,8,5.92856785163835
TA-00541,Yes,10,5.33877133143782
TA-00542,No,1,6.34309465121326
TA-00544,Yes,1,21.6944965307724
TA-00544,Yes,2,12.1297774909166
TA-00544,Yes,5,6.3903896551916
TA-00544,Yes,10,4.47633302359742
TA-00544,Yes,25,3.33012469188696
TA-00544,Yes,50,3.0129699593263
TA-00544,Yes,100,2.87108494739126
TA-00544,Yes,250,2.78762317566477
TA-00546,Yes,1,28.9111577260562
TA-00546,Yes,2,17.0512399637219
TA-00546,Yes,5,9.93751495356743
TA-00546,Yes,10,7.56441857747756
TA-00546,Yes,25,6.14000434001213
TA-00546,Yes,50,5.73382371760988
TA-00546,Yes,100,5.54742576075405
TA-00546,Yes,250,5.43336133939451
TA-00548,No,1,1.37711923348709
TA-00554,Yes,3,30.1408278294932
TA-00554,Yes,5,21.5080985739165
TA-00554,Yes,10,16.7452134673915
TA-00562,Yes,1,20.0196969781274
TA-00562,Yes,2,15.0147727335956
TA-00562,Yes,3,13.3483193581233
TA-00562,Yes,4,11.0086076907241
TA-00566,No,1,63.8816400794556
TA-00567,Yes,1,18.5507697957412
TA-00567,Yes,2,13.2175625824185
TA-00567,Yes,3,10.8222097338682
TA-00567,Yes,4,7.6228418176861
TA-00569,Yes,1,28.591220934438
TA-00569,Yes,2,16.7313031721037
TA-00569,Yes,5,9.61479610289167
TA-00569,Yes,10,7.24448178585935
TA-00569,Yes,25,5.82006754839392
TA-00569,Yes,50,5.41388692599166
TA-00569,Yes,100,5.22748896913584
TA-00569,Yes,250,5.1134245477763
TA-00571,No,3,14.5167841622942
TA-00586,Yes,1,27.6035899690079
TA-00586,Yes,2,15.7436722066736
TA-00586,Yes,5,8.62716513746154
TA-00586,Yes,10,6.25406876137167
TA-00586,Yes,25,4.83243658296378
TA-00586,Yes,50,4.42347390150398
TA-00586,Yes,100,4.23707594464815
TA-00586,Yes,250,4.12579358234617
TA-00587,No,1,6.96627588010438
TA-00590,No,1,17.8886397400444
TA-00601,No,1,71.9162266376591
TA-00604,Yes,2,76.0726228696383
TA-00604,Yes,4,45.8483332684186
TA-00604,Yes,6,34.5503914357094
TA-00604,Yes,8,28.5689644619776
TA-00608,Yes,1,443.604880844411
TA-00608,Yes,2,257.087295449108
TA-00608,Yes,3,186.570444517396
TA-00608,Yes,4,149.571841111043
TA-00610,Yes,1,21.449675333708
TA-00610,Yes,2,11.8849562938522
TA-00610,Yes,5,6.14835051718478
TA-00610,Yes,10,4.2342938855906
TA-00610,Yes,25,3.08808555388014
TA-00610,Yes,50,2.77093082131947
TA-00610,Yes,100,2.62904580938444
TA-00610,Yes,250,2.54558403765795
TA-00612,No,10,41.7308858632451
TA-00615,No,1,5.5223872292361
TA-00617,Yes,1,2.91837995136961
TA-00617,Yes,1,2.82100788435537
TA-00617,Yes,1,2.82100788435537
TA-00619,No,1,29.153196864063
TA-00621,Yes,1,27.133421988282
TA-00621,Yes,6,5.5780284103871
TA-00621,Yes,20,1.59690189903351
TA-00623,Yes,1,27.0972552205338
TA-00623,Yes,6,5.54186164263895
TA-00623,Yes,20,1.56073513128537
TA-00637,No,1,1.39102952877484
TA-00638,Yes,3,30.4162516761906
TA-00638,Yes,5,20.8765711678528
TA-00638,Yes,7,16.7869443532547
TA-00638,Yes,10,13.721115271835
TA-00641,No,120,2.32858343116908
TA-00642,No,1,2.46490432498901
TA-00647,Yes,3,82.7634749030452
TA-00647,Yes,6,58.0893931216372
TA-00647,Yes,9,50.1438324532753
TA-00647,Yes,12,45.8928462133394
TA-00651,No,10,15.4098251197676
TA-00653,Yes,10,17.2376379205778
TA-00653,Yes,20,14.4249762133951
TA-00653,Yes,40,12.7028816567718
TA-00653,Yes,100,11.8849562938522
TA-00655,Yes,1,22.2592545194549
TA-00655,Yes,2,12.6945354795992
TA-00655,Yes,5,6.95514764387418
TA-00655,Yes,10,5.04387307133756
TA-00655,Yes,25,3.89488268056954
TA-00655,Yes,50,3.58051000706643
TA-00655,Yes,100,3.4386249951314
TA-00655,Yes,250,3.35238116434736
TA-00656,Yes,1,22.1340618618652
TA-00656,Yes,2,12.5693428220094
TA-00656,Yes,5,6.82995498628445
TA-00656,Yes,10,4.91589835469027
TA-00656,Yes,25,3.76969002297981
TA-00656,Yes,50,3.45253529041914
TA-00656,Yes,100,3.31343233754166
TA-00656,Yes,250,3.22718850675762
TA-00657,No,50,2.09210841127735
TA-00662,Yes,1,28.1655658986329
TA-00662,Yes,2,16.3056481362986
TA-00662,Yes,5,9.18914106708657
TA-00662,Yes,10,6.81882675005425
TA-00662,Yes,25,5.39441251258882
TA-00662,Yes,50,4.98823189018656
TA-00662,Yes,100,4.79905187427319
TA-00662,Yes,250,4.6877695119712
TA-00665,No,1,1.2714009893002
TA-00667,No,1,2.35362196268702
TA-00668,No,1,1.45501688709848
TA-00670,No,1,173.027381025244
TA-00672,No,1,8.43242100343306
TA-00674,Yes,1,3.78360031826756
TA-00675,No,1,2.28128842719073
TA-00678,Yes,1,28.9389783166317
TA-00678,Yes,2,17.0790605542974
TA-00678,Yes,5,9.96255348508538
TA-00678,Yes,10,7.58945710899551
TA-00678,Yes,25,6.16782493058763
TA-00678,Yes,50,5.75886224912782
TA-00678,Yes,100,5.572464292272
TA-00678,Yes,250,5.45839987091246
TA-00679,Yes,1,29.5120824824869
TA-00679,Yes,2,17.6521647201527
TA-00679,Yes,5,10.5356576509406
TA-00679,Yes,10,8.16256127485074
TA-00679,Yes,25,6.74092909644286
TA-00679,Yes,50,6.33196641498306
TA-00679,Yes,100,6.14556845812723
TA-00679,Yes,250,6.03428609582524
TA-00681,Yes,1,29.3284665846887
TA-00681,Yes,2,17.4685488223544
TA-00681,Yes,5,10.3520417531423
TA-00681,Yes,10,7.98172743611001
TA-00681,Yes,25,6.55731319864458
TA-00681,Yes,50,6.15113257624233
TA-00681,Yes,100,5.96195256032895
TA-00681,Yes,250,5.85067019802696
TA-00688,Yes,1,20.3591081831485
TA-00688,Yes,2,10.7943891432927
TA-00688,Yes,5,5.05500130756776
TA-00688,Yes,10,3.14372673503113
TA-00688,Yes,25,1.99473634426312
TA-00688,Yes,50,1.68036367076
TA-00688,Yes,100,1.53847865882497
TA-00688,Yes,250,1.45501688709848
TA-00691,Yes,1,21.7918685977866
TA-00691,Yes,2,12.2271495579308
TA-00691,Yes,5,6.48776172220584
TA-00691,Yes,10,4.57370509061166
TA-00691,Yes,25,3.4274967589012
TA-00691,Yes,50,3.11034202634053
TA-00691,Yes,100,2.9684570144055
TA-00692,No,1,25.5587765617089
TA-00694,No,1,94.8988165120769
TA-00695,Yes,1,21.9727024365273
TA-00695,Yes,2,12.4079833966715
TA-00695,Yes,5,6.66859556094657
TA-00695,Yes,10,4.75732098840994
TA-00695,Yes,25,3.60833059764193
TA-00695,Yes,50,3.29395792413881
TA-00695,Yes,100,3.15207291220378
TA-00695,Yes,250,3.06582908141974
TA-00696,Yes,1,21.5637397550675
TA-00696,Yes,2,11.9990207152117
TA-00696,Yes,5,6.26241493854432
TA-00696,Yes,10,4.34835830695014
TA-00696,Yes,25,3.20214997523967
TA-00696,Yes,50,2.88499524267901
TA-00696,Yes,100,2.74311023074398
TA-00696,Yes,250,2.65964845901749
TA-00697,Yes,1,25.5810330341692
TA-00697,Yes,2,15.3903507063648
TA-00697,Yes,5,9.27816695692816
TA-00697,Yes,10,7.23891766774425
TA-00697,Yes,25,6.01481168242239
TA-00697,Yes,50,5.67540047740133
TA-00697,Yes,100,5.5223872292361
TA-00697,Yes,250,5.42779722127941
TA-00702,No,1,11.5817118565793
TA-00703,No,1,2.9684570144055
TA-00704,No,1,8.65220366897949
TA-00711,No,1,687.157458978539
TA-00715,Yes,3,99.8063686895945
TA-00715,Yes,5,65.498016391892
TA-00715,Yes,7,50.7864880955693
TA-00715,Yes,9,42.6155806435459
TA-00716,Yes,1,135.53078904759
TA-00716,Yes,2,84.4048897469995
TA-00716,Yes,3,64.5827189619581
TA-00716,Yes,4,54.3197030986574
TA-00717,Yes,1,28.0264629457554
TA-00717,Yes,2,16.1665451834212
TA-00717,Yes,5,9.05282017326664
TA-00717,Yes,10,6.67972379717677
TA-00717,Yes,25,5.25530955971133
TA-00717,Yes,50,4.84912893730908
TA-00717,Yes,100,4.66273098045325
TA-00717,Yes,250,4.54866655909372
TA-00719,Yes,1,28.4910668083662
TA-00719,Yes,2,16.6311490460319
TA-00719,Yes,5,9.51464197681988
TA-00719,Yes,10,7.14432765978756
TA-00719,Yes,25,5.71991342232213
TA-00719,Yes,50,5.31095074086233
TA-00719,Yes,100,5.1245527840065
TA-00719,Yes,250,5.01327042170451
TA-00721,Yes,2,58.6569331693773
TA-00721,Yes,4,31.2981643974338
TA-00721,Yes,6,22.5569348386128
TA-00721,Yes,8,18.7983730518631
TA-00724,Yes,80,7.91774007778637
TA-00724,Yes,120,7.16936619130551
TA-00724,Yes,160,6.7937882185363
TA-00729,No,1,8.01789420385816
TA-00730,Yes,1,3.50539441251259
TA-00730,Yes,1,3.81142090884305
TA-00731,Yes,1,27.6453208548711
TA-00731,Yes,2,15.7854030925368
TA-00731,Yes,5,8.66889602332478
TA-00731,Yes,10,6.29579964723491
TA-00731,Yes,25,4.87416746882703
TA-00731,Yes,50,4.46520478736723
TA-00731,Yes,100,4.2788068305114
TA-00731,Yes,250,4.16752446820941
TA-00736,Yes,1,28.0681938316187
TA-00736,Yes,2,16.2082760692844
TA-00736,Yes,5,9.09176900007233
TA-00736,Yes,10,6.72145468304001
TA-00736,Yes,25,5.29704044557458
TA-00736,Yes,50,4.88807776411478
TA-00736,Yes,100,4.70167980725895
TA-00736,Yes,250,4.59039744495696
TA-00737,Yes,1,28.7247597692004
TA-00737,Yes,2,16.8648420068661
TA-00737,Yes,5,9.74833493765406
TA-00737,Yes,10,7.37523856156418
TA-00737,Yes,25,5.9536063831563
TA-00737,Yes,50,5.5446437016965
TA-00737,Yes,100,5.35824574484067
TA-00737,Yes,250,5.24696338253868
TA-00740,Yes,1,22.3733189408145
TA-00740,Yes,2,12.8085999009587
TA-00740,Yes,5,7.06921206523372
TA-00740,Yes,10,5.15793749269709
TA-00740,Yes,25,4.00894710192908
TA-00740,Yes,50,3.69457442842597
TA-00740,Yes,100,3.55268941649093
TA-00740,Yes,250,3.46922764476444
TA-00741,Yes,1,22.4484345353683
TA-00741,Yes,2,12.8837154955125
TA-00741,Yes,5,7.14432765978756
TA-00741,Yes,10,5.23027102819339
TA-00741,Yes,25,4.08406269648292
TA-00741,Yes,50,3.76690796392226
TA-00741,Yes,100,3.62502295198722
TA-00741,Yes,250,3.54156118026073
TA-00742,Yes,1,22.7155122048931
TA-00742,Yes,2,13.1507931650373
TA-00742,Yes,5,7.41140532931233
TA-00742,Yes,10,5.5001307567757
TA-00742,Yes,25,4.35114036600769
TA-00742,Yes,50,4.03676769250458
TA-00742,Yes,100,3.89488268056954
TA-00742,Yes,250,3.8086388497855
TA-00746,No,20,10.4577599973292
TA-00747,Yes,1,31.0700355547148
TA-00747,Yes,2,19.2101177923805
TA-00747,Yes,5,12.0936107231684
TA-00747,Yes,10,9.72329640613611
TA-00747,Yes,25,8.29888216867067
TA-00747,Yes,50,7.89270154626842
TA-00747,Yes,100,7.70352153035505
TA-00747,Yes,250,7.59223916805306
TA-00749,Yes,1,27.361550831001
TA-00749,Yes,6,5.80615725310617
TA-00749,Yes,20,1.82503074175259
TA-00754,No,30,3.31343233754166
TA-00759,Yes,1,22.1674465705558
TA-00759,Yes,2,12.6027275307
TA-00759,Yes,5,6.86333969497504
TA-00759,Yes,10,4.95206512243842
TA-00759,Yes,25,3.8030747316704
TA-00759,Yes,50,3.48870205816729
TA-00759,Yes,100,3.34681704623226
TA-00759,Yes,250,3.26335527450577
TA-00761,Yes,1,28.393694741352
TA-00761,Yes,2,16.5337769790177
TA-00761,Yes,5,9.41726990980565
TA-00761,Yes,10,7.04695559277332
TA-00761,Yes,25,5.62254135530789
TA-00761,Yes,50,5.21636073290564
TA-00761,Yes,100,5.02718071699226
TA-00761,Yes,250,4.91589835469027
TA-00763,Yes,1,29.8459295693929
TA-00763,Yes,2,17.9860118070586
TA-00763,Yes,5,10.8695047378466
TA-00763,Yes,10,8.4964083617567
TA-00763,Yes,25,7.07477618334882
TA-00763,Yes,50,6.66581350188902
TA-00763,Yes,100,6.47941554503319
TA-00763,Yes,250,6.36535112367365
TA-00764,Yes,1,21.7779583024988
TA-00764,Yes,2,12.2132392626431
TA-00764,Yes,5,6.47663348597564
TA-00764,Yes,10,4.56257685438146
TA-00764,Yes,25,3.41358646361345
TA-00764,Yes,50,3.09921379011034
TA-00764,Yes,100,2.9573287781753
TA-00764,Yes,250,2.87386700644881
TA-00765,No,1,83.1752196435626
TA-00768,Yes,1,28.5411438714021
TA-00768,Yes,2,16.6812261090678
TA-00768,Yes,5,9.56471903985578
TA-00768,Yes,10,7.19162266376591
TA-00768,Yes,25,5.76999048535802
TA-00768,Yes,50,5.36102780389822
TA-00768,Yes,100,5.17462984704239
TA-00768,Yes,250,5.06334748474041
TA-00770,Yes,1,29.2783895216528
TA-00770,Yes,2,17.4184717593185
