tube_assembly_id,diameter,wall,length,num_bends,bend_radius
TA-00769,12.7,2.11,30,0,0
TA-00770,25.4,2.41,86,4,50.8
TA-00771,6.35,0.89,103,4,19.05
TA-00772,6.35,0.89,173,3,19.05
TA-00773,6.35,0.89,29,5,19.05
TA-00774,12.7,1.24,28,2,38.1
TA-00775,12.7,1.24,31,2,38.1
TA-00776,9.52,0.89,16,1,31.75
TA-00777,9.52,0.89,30,3,31.75
TA-00778,41.28,1.65,10,0,0
TA-00779,25.4,1.65,88,3,63.5
TA-00781,25.4,2.41,61,2,63.5
TA-00782,25.4,3.05,88,2,63.5
TA-00783,25.4,2.41,178,5,50.8
TA-00784,25.4,2.41,177,6,50.8
TA-00785,63.5,1.65,18,0,0
TA-00786,12.7,1.24,20,2,38.1
TA-00787,6.35,0.89,58,4,12.7
TA-00788,15.88,1.65,20,2,38.1
TA-00789,25.4,2.41,156,5,63.5
TA-00790,25.4,2.41,156,5,63.5
TA-00791,57.15,1.65,83,1,114.3
TA-00792,15.88,1.24,143,6,50.8
TA-00798,15.88,1.65,126,7,38.1
TA-00799,15.88,1.65,123,6,38.1
TA-00800,15.88,1.65,33,2,38.1
TA-00801,9.52,0.89,47,2,127
TA-00802,15.88,1.65,116,7,38.1
TA-00803,15.88,1.65,48,2,31.75
TA-00804,19.05,1.24,43,2,50.8
TA-00807,63.5,1.65,174,5,127
TA-00808,25.4,2.41,98,2,50.8
TA-00809,12.7,1.24,119,7,25.4
TA-00810,12.7,1.24,108,5,25.4
TA-00811,9.52,0.89,157,8,19.05
TA-00813,9.52,1.65,75,4,19.05
TA-00816,15.88,1.65,121,6,38.1
TA-00817,15.88,1.65,124,7,38.1
TA-00818,15.88,1.65,43,2,31.75
TA-00819,15.88,1.65,89,9,31.75
TA-00821,9.52,0.89,66,3,31.75
TA-00822,9.52,0.89,116,8,31.75
TA-00823,41.28,1.65,54,2,76.2
TA-00824,15.88,1.65,81,2,31.75
TA-00827,6.35,0.89,25,3,12.7
TA-00828,19.05,2.11,129,2,50.8
TA-00829,9.52,0.89,43,2,19.05
TA-00830,9.52,0.89,43,2,19.05
TA-00831,9.52,0.89,34,2,19.05
TA-00832,15.88,0.89,211,6,38.1
TA-00833,12.7,0.89,29,2,25.4
TA-00834,19.05,2.11,78,5,38.1
TA-00835,19.05,2.11,78,5,38.1
TA-00836,15.88,1.65,83,4,31.75
TA-00837,9.52,0.89,43,5,19.05
TA-00838,15.88,1.65,77,3,38.1
TA-00839,15.88,1.65,81,4,38.1
TA-00840,15.88,1.24,104,7,31.75
TA-00843,12.7,1.24,91,5,25.4
TA-00844,19.05,2.11,94,4,50.8
TA-00845,19.05,2.11,137,4,50.8
TA-00846,19.05,2.11,91,4,50.8
TA-00847,25.4,1.24,33,0,0
TA-00849,25.4,1.65,37,2,63.5
TA-00850,9.52,0.89,99,1,31.75
TA-00851,9.52,1.65,128,6,31.75
TA-00853,25.4,2.41,57,2,50.8
TA-00854,25.4,2.41,59,2,63.5
TA-00855,9.52,0.89,138,10,19.05
TA-00856,25.4,1.65,119,2,63.5
TA-00857,25.4,1.24,82,4,50.8
TA-00858,6.35,0.89,32,2,19.05
TA-00859,15.88,1.65,85,6,38.1
TA-00860,12.7,1.65,156,4,37.1
TA-00861,76.2,1.65,95,1,152.4
TA-00862,50.8,1.65,12,0,0
TA-00863,25.4,2.41,39,1,63.5
TA-00865,9.52,1.24,84,3,19.05
TA-00866,15.88,1.65,23,1,38.1
TA-00868,139.7,1.65,80,0,0
TA-00869,12.7,1.65,80,2,101.5
TA-00871,25.4,1.65,89,4,50.8
TA-00872,12.7,0.89,70,5,25.4
TA-00873,19.05,2.11,78,2,50.8
TA-00874,25.4,2.41,64,2,63.5
TA-00875,6.35,0.71,31,2,19.05
TA-00878,15.88,1.65,43,3,38.1
TA-00879,15.88,1.65,43,3,38.1
TA-00880,9.52,1.65,85,3,19.05
TA-00881,9.52,1.65,79,2,19.05
TA-00882,9.52,1.65,81,3,31.75
TA-00883,9.52,0.89,108,0,0
TA-00884,9.52,0.89,143,0,0
TA-00887,19.05,2.11,74,4,50.8
TA-00888,19.05,2.11,76,3,50.8
TA-00889,19.05,2.11,89,4,50.8
TA-00890,19.05,2.11,40,2,50.8
TA-00891,19.05,2.11,84,4,50.8
TA-00892,9.52,1.24,92,3,19.05
TA-00893,9.52,1.24,75,2,19.05
TA-00894,9.52,1.24,76,3,31.75
TA-00895,15.88,1.65,41,1,38.1
TA-00896,6.35,0.71,178,6,19.05
TA-00897,6.35,0.71,145,7,19.05
TA-00898,12.7,1.65,64,5,38.1
TA-00899,9.52,1.24,97,8,31.75
TA-00900,12.7,1.65,125,5,38.1
TA-00901,12.7,1.65,123,5,38.1
TA-00902,12.7,1.65,135,6,38.1
TA-00903,15.88,1.65,67,3,31.75
TA-00904,15.88,1.65,50,2,31.75
TA-00905,15.88,1.65,15,1,31.75
TA-00906,25.4,1.65,127,2,50.8
TA-00907,9.52,0.89,96,2,127
TA-00908,9.52,1.24,211,6,31.75
TA-00909,6.35,0.89,214,7,19.05
TA-00910,6.35,0.71,105,6,19.05
TA-00911,63.5,1.65,169,5,101.6
TA-00912,63.5,1.65,183,4,101.6
TA-00913,12.7,1.24,133,4,19.05
TA-00914,12.7,0.89,105,5,25.4
TA-00915,12.7,0.89,105,5,25.4
TA-00916,19.05,1.65,175,6,38.1
TA-00917,9.52,0.89,46,3,31.75
TA-00918,9.52,0.89,79,3,31.75
TA-00919,9.52,0.89,93,2,31.75
TA-00921,19.05,1.24,159,5,50.8
TA-00922,12.7,1.65,225,3,127
TA-00923,6.35,0.71,137,3,19.05
TA-00924,6.35,0.71,113,3,19.05
TA-00925,15.88,1.65,70,3,38.1
TA-00926,15.88,1.65,74,4,38.1
TA-00928,25.4,1.65,143,7,63.5
TA-00929,25.4,1.65,86,2,63.5
TA-00930,9.52,0.89,70,3,31.75
TA-00931,88.9,1.65,39,0,0
TA-00932,12.7,0.89,97,5,38.1
TA-00933,12.7,0.89,76,3,38.1
TA-00934,12.7,0.89,55,3,38.1
TA-00935,31.75,1.65,104,3,63.5
TA-00936,31.75,1.65,107,5,63.5
TA-00937,9.52,0.89,72,2,31.75
TA-00938,12.7,1.65,24,3,19.05
TA-00939,25.4,3.05,160,4,63.5
TA-00940,25.4,3.05,160,3,63.5
TA-00941,50.8,1.65,81,2,101.6
TA-00943,15.88,1.65,76,1,31.75
TA-00945,9.52,1.24,29,2,31.75
TA-00946,9.52,1.24,29,2,31.75
TA-00951,9.52,1.24,71,3,31.75
TA-00952,9.52,0.89,101,9,31.75
TA-00953,41.28,1.65,91,3,88.9
TA-00955,15.88,1.65,155,5,38.1
TA-00957,6.35,0.89,22,1,19.05
TA-00959,25.4,1.65,35,1,50.8
TA-00961,12.7,1.65,94,2,38.1
TA-00962,9.52,0.89,81,4,127
TA-00963,12.7,1.24,40,1,38.1
TA-00964,25.4,3.05,114,4,50
TA-00965,12.7,1.65,111,4,254
TA-00966,15.88,1.24,40,1,50.8
TA-00967,15.88,1.24,78,4,31.75
TA-00971,9.52,0.71,57,5,19.05
TA-00972,9.52,0.71,38,3,19.05
TA-00973,9.52,0.71,33,3,19.05
TA-00974,12.7,1.24,53,5,25.4
TA-00975,12.7,1.24,80,5,25.4
TA-00976,9.52,0.71,114,7,25.4
TA-00977,12.7,0.89,70,4,25.4
TA-00978,9.52,0.71,99,7,19.05
TA-00979,9.52,0.89,35,3,31.75
TA-00981,12.7,1.24,51,3,38.1
TA-00982,12.7,1.24,52,3,38.1
TA-00983,19.05,2.11,74,2,38.1
TA-00985,9.52,0.89,97,4,31.75
TA-00986,19.05,2.11,83,2,50.8
TA-00987,19.05,2.11,83,2,50.8
TA-00989,25.4,2.41,18,1,63.5
TA-00990,19.05,2.11,53,1,38.1
TA-00991,19.05,2.11,46,1,38.1
TA-00993,19.05,2.11,38,1,38.1
TA-00994,12.7,1.24,59,2,38.1
TA-00995,12.7,0.89,72,2,38.1
TA-00996,6.35,0.71,55,2,19.05
TA-00998,19.05,2.11,70,2,50.8
TA-01000,12.7,1.24,85,6,19.05
TA-01001,15.88,1.24,72,5,25.4
TA-01002,3.18,0.71,55,3,12.7
TA-01004,15.88,1.65,118,5,50.8
TA-01006,9.52,0.89,57,5,31.75
TA-01007,9.52,0.89,41,2,31.75
TA-01008,9.52,0.89,115,4,31.75
TA-01009,9.52,0.89,69,2,31.75
TA-01010,9.52,0.89,85,2,31.75
TA-01011,9.52,0.89,96,2,31.75
TA-01012,6.35,0.89,26,1,19.05
TA-01013,6.35,0.89,20,1,19.05
TA-01014,9.52,0.89,38,3,31.75
TA-01016,9.52,0.89,81,5,19.05
TA-01019,12.7,1.24,96,4,38.1
TA-01020,25.4,1.65,52,2,50.8
TA-01021,25.4,1.65,217,7,50.8
TA-01022,25.4,1.65,183,5,63.5
TA-01024,15.88,1.65,147,8,38.1
TA-01027,9.52,0.71,49,4,31.75
TA-01028,9.52,0.71,51,4,31.75
TA-01029,9.52,0.71,47,4,31.75
TA-01030,9.52,0.71,39,3,31.75
TA-01031,9.52,0.71,65,4,31.75
TA-01032,9.52,1.24,33,2,31.75
TA-01033,12.7,1.24,189,5,38.1
TA-01034,9.52,0.71,62,5,31.75
TA-01035,9.52,0.71,63,3,31.75
TA-01036,6.35,0.89,36,4,19.05
TA-01037,12.7,0.89,73,4,38.1
TA-01038,22.22,2.11,68,4,38.1
TA-01040,25.4,2.41,58,2,63.5
TA-01041,9.52,0.89,44,4,31.75
TA-01042,9.52,0.89,34,2,31.75
TA-01043,9.52,0.89,84,5,19.05
TA-01044,9.52,0.89,28,2,31.75
TA-01045,15.88,1.65,274,5,50.8
TA-01046,15.88,1.65,308,0,0
TA-01047,15.88,1.65,287,3,50.8
TA-01048,15.88,1.65,287,3,50.8
TA-01049,15.88,1.65,92,4,50.8
TA-01051,6.35,0.71,17,2,19.05
TA-01052,19.05,1.65,188,7,38.1
TA-01053,19.05,1.65,61,2,50.8
TA-01054,25.4,2.41,35,2,63.5
TA-01055,9.52,1.24,30,2,31.75
TA-01056,9.52,1.24,30,2,31.75
TA-01057,19.05,3.05,131,5,50.8
TA-01058,19.05,3.05,131,5,50.8
TA-01059,25.4,1.65,203,6,63.5
TA-01060,25.4,1.65,203,6,63.5
TA-01061,25.4,1.65,91,2,63.5
TA-01062,25.4,1.65,76,2,63.5
TA-01064,25.4,1.65,56,2,50.8
TA-01066,12.7,1.24,28,2,19.05
TA-01067,25.4,1.65,156,3,63.5
TA-01068,6.35,0.71,24,2,19.05
TA-01071,19.05,2.11,86,6,50.8
TA-01072,19.05,2.11,26,1,50.8
TA-01073,19.05,2.11,70,3,50.8
TA-01074,19.05,2.11,32,1,50.8
TA-01075,15.88,1.65,34,1,50.8
TA-01077,15.88,1.65,117,2,50.8
TA-01078,15.88,1.65,148,7,38.1
TA-01079,15.88,1.65,95,2,38.1
TA-01080,15.88,1.65,91,2,38.1
TA-01081,15.88,1.65,147,7,38.1
TA-01083,19.05,1.65,88,4,50.8
TA-01084,19.05,1.65,91,4,50.8
TA-01085,19.05,1.65,84,3,50.8
TA-01086,19.05,1.65,86,4,50.8
TA-01088,12.7,0.89,49,3,38.1
TA-01089,12.7,0.89,90,3,38.1
TA-01090,12.7,1.65,85,6,19.05
TA-01091,12.7,1.24,33,2,25.4
TA-01092,25.4,1.65,54,4,50.8
TA-01093,15.88,1.65,118,8,31.75
TA-01094,15.88,1.65,29,2,31.75
TA-01095,15.88,1.65,122,7,38.1
TA-01096,15.88,1.65,120,6,38.1
TA-01097,12.7,0.89,87,4,25.4
TA-01099,9.52,1.65,51,5,19.05
TA-01100,15.88,1.65,147,6,31.75
TA-01101,15.88,1.65,152,6,31.75
TA-01102,15.88,1.65,190,7,31.75
TA-01103,15.88,1.65,180,7,31.75
TA-01104,12.7,1.65,130,5,38.1
TA-01105,6.35,0.71,54,5,19.05
TA-01106,34.92,1.65,59,2,63.5
TA-01107,34.92,1.65,47,2,63.5
TA-01109,34.92,1.65,55,3,63.5
TA-01111,34.92,1.65,59,2,63.5
TA-01112,34.92,1.65,47,2,63.5
TA-01113,34.92,1.65,65,3,63.5
TA-01114,34.92,1.65,52,2,63.5
TA-01115,25.4,1.65,154,3,63.5
TA-01116,25.4,3.05,197,7,338.1
TA-01117,27.2,3.2,148,6,70
TA-01118,15.88,1.24,99,5,38.1
TA-01119,3.18,0.71,30,1,12.7
TA-01121,15.88,1.24,75,5,38.1
TA-01122,15.88,2.41,40,3,38.1
TA-01123,9.52,1.24,48,5,31.75
TA-01124,9.52,1.24,166,6,31.75
TA-01125,25.4,3.05,47,2,50.8
TA-01126,9.52,1.24,36,3,31.75
TA-01127,34.92,1.65,71,2,63.5
TA-01128,6.35,0.89,156,3,25.4
TA-01130,15.88,1.65,181,2,50.8
TA-01131,6.35,2.26,98,10,19.05
TA-01132,6.35,2.26,98,10,19.05
TA-01133,3.18,0.71,119,6,12.7
TA-01134,19.05,3.05,47,4,38.1
TA-01135,25.4,1.24,129,2,50.8
TA-01136,6.35,2.375,81,6,19.05
TA-01137,6.35,2.375,83,5,19.05
TA-01138,6.35,0.71,192,4,19.05
TA-01139,6.35,0.71,149,4,19.05
TA-01140,6.35,0.71,149,4,19.05
TA-01141,12.7,0.89,118,5,38.1
TA-01142,57.15,3.05,49,0,0
TA-01144,6.35,0.71,119,5,19.05
TA-01145,6.35,0.71,126,5,19.05
TA-01146,6.35,0.71,167,9,19.05
TA-01147,6.35,0.71,31,4,19.05
TA-01148,9.52,0.89,35,3,19.05
TA-01150,31.75,1.65,162,3,50.8
TA-01151,34.92,1.65,100,5,63.5
TA-01152,19.05,3.05,68,0,0
TA-01153,3.18,0.71,28,2,12.7
TA-01154,3.18,0.71,185,10,12.7
TA-01157,12.7,1.65,183,11,38.1
TA-01159,63.5,1.65,94,3,101.6
TA-01160,63.5,1.65,135,4,101.6
TA-01162,6.35,0.89,87,7,12.7
TA-01165,9.52,1.65,22,4,19.05
TA-01167,19.05,1.65,10,0,0
TA-01168,6.35,0.89,26,2,19.05
TA-01169,19.05,3.05,47,2,50.8
TA-01170,12.7,0.89,63,1,38.1
TA-01171,19.05,1.24,142,6,50.8
TA-01172,9.52,0.89,1,5,31.75
TA-01173,9.52,0.71,212,7,31.75
TA-01174,12.7,0.89,105,3,38.1
TA-01175,12.7,0.89,178,5,38.1
TA-01176,12.7,0.89,189,3,38.1
TA-01177,9.52,1.65,21,2,31.75
TA-01178,9.52,1.24,114,4,31.75
TA-01179,6.35,0.71,265,5,19.05
TA-01180,6.35,0.71,252,4,19.05
TA-01181,6.35,0.71,235,7,19.05
TA-01182,6.35,0.71,260,3,19.05
TA-01183,6.35,0.71,251,0,0
TA-01184,6.35,0.71,203,4,19.05
TA-01185,6.35,0.71,279,5,19.05
TA-01186,6.35,0.71,243,7,19.05
TA-01187,12.7,1.65,48,2,38.1
TA-01188,12.7,1.65,48,2,38.1
TA-01191,9.52,0.71,214,5,31.75
TA-01192,6.35,0.89,45,4,12.7
TA-01195,9.52,1.65,71,5,31.75
TA-01197,12.7,0.89,43,3,25.4
TA-01198,12.7,0.89,40,2,25.4
TA-01199,19.05,1.24,184,7,50.8
TA-01200,12.7,1.24,179,7,38.1
TA-01201,19.05,1.24,112,1,50.8
TA-01203,19.05,1.24,41,2,50.8
TA-01205,6.35,0.71,88,3,19.05
TA-01206,12.7,1.24,45,3,19
TA-01207,12.7,1.24,44,3,19
TA-01208,6.35,0.89,116,5,19.05
TA-01209,9.52,1.24,98,5,31.75
TA-01210,19.05,1.65,28,2,50.8
TA-01211,9.52,1.65,62,1,31.75
TA-01212,9.52,1.65,31,2,31.75
TA-01213,12.7,1.24,109,6,38.1
TA-01214,15.88,1.24,101,2,50.8
TA-01215,12.7,1.65,102,1,38.1
TA-01216,57.15,3.05,122,2,152.4
TA-01217,6.35,0.89,105,7,19.05
TA-01218,6.35,0.89,94,6,19.05
TA-01219,6.35,0.89,8,0,0
TA-01220,15.88,1.65,113,5,38.1
TA-01221,15.88,1.65,114,5,90
TA-01222,15.88,1.65,90,4,38.1
TA-01223,15.88,1.65,87,4,38.1
TA-01224,9.52,1.24,76,3,31.75
TA-01226,12.7,1.65,27,3,19.05
TA-01227,12.7,1.65,83,6,19.05
TA-01228,6.35,0.89,57,0,0
TA-01229,66.7,7.9,430,5,177.8
TA-01230,9.52,0.89,151,5,31.75
TA-01232,25.4,1.65,18,1,50.8
TA-01233,12.7,1.24,150,5,38.1
TA-01234,12.7,1.24,123,5,38.1
TA-01235,12.7,1.24,141,5,38.1
TA-01236,12.7,1.24,121,5,38.1
TA-01237,6.35,0.71,138,5,19.05
TA-01239,63.5,1.65,117,1,127
TA-01240,63.5,1.65,117,1,127
TA-01242,25.4,2.41,78,5,50.8
TA-01246,9.52,1.24,75,6,19.05
TA-01247,9.52,1.24,40,1,31.75
TA-01248,9.52,1.24,24,1,31.75
TA-01249,6.35,0.89,100,4,19.05
TA-01250,6.35,0.89,72,5,19.05
TA-01251,6.35,0.89,169,12,19.05
TA-01252,6.35,0.89,141,11,12.7
TA-01253,19.05,3.05,255,7,50.8
TA-01254,12.7,0.89,109,9,25.4
TA-01255,63.5,1.65,232,5,127
TA-01257,15.88,1.24,101,5,38.1
TA-01258,25.4,1.65,43,2,50.8
TA-01259,12.7,1.24,33,3,25.4
TA-01260,6.35,0.71,136,9,19.05
TA-01261,6.35,1.65,97,4,19.05
TA-01262,6.35,1.65,97,6,19.05
TA-01263,6.35,1.65,98,4,19.05
TA-01264,6.35,1.65,98,6,19.05
TA-01265,6.35,0.71,209,5,19.05
TA-01266,6.35,0.71,210,5,19.05
TA-01267,6.35,0.71,89,4,19.05
TA-01268,6.35,0.71,105,3,19.05
TA-01269,6.35,0.71,130,3,19.05
TA-01271,9.52,1.24,32,1,31.75
TA-01272,12.7,0.89,64,5,25.4
TA-01273,6.35,0.71,72,3,19.05
TA-01274,9.52,1.24,83,6,31.75
TA-01275,6.35,0.89,20,2,19.05
TA-01276,6.35,0.89,92,4,19.05
TA-01277,6.35,0.89,5,0,0
TA-01278,6.35,0.71,71,3,19.05
TA-01279,19.05,1.65,171,3,50.8
TA-01280,6.35,0.89,91,4,19.05
TA-01284,6.35,0.71,185,6,19.05
TA-01285,6.35,0.71,143,4,19.05
TA-01286,6.35,0.71,174,6,19.05
TA-01287,6.35,0.71,99,3,19.05
TA-01288,6.35,0.71,119,4,19.05
TA-01289,34.92,1.65,82,2,63.5
TA-01290,34.92,1.65,86,2,63.5
TA-01292,12.7,0.89,218,7,38.1
TA-01293,15.88,1.65,83,2,50.8
TA-01294,15.88,1.65,59,2,50.8
TA-01295,9.52,0.89,198,8,31.75
TA-01296,15.88,1.65,68,2,50.8
TA-01297,12.7,1.65,187,5,38.1
TA-01298,25.4,2.41,63,3,63.5
TA-01299,25.4,2.41,74,3,63.5
TA-01300,31.75,3.05,128,4,76.2
TA-01301,25.4,2.41,130,5,63.5
TA-01302,19.05,2.11,99,3,50.8
TA-01303,19.05,2.11,99,3,50.8
TA-01304,19.05,2.11,86,2,50.8
TA-01305,12.7,1.65,122,5,25.4
TA-01306,9.52,1.24,68,2,31.75
TA-01307,7.94,0.71,117,4,25.4
TA-01308,12.7,0.89,76,3,38.1
TA-01309,25.4,3.05,42,2,63.5
TA-01310,25.4,1.65,46,3,63.5
TA-01311,25.4,1.65,82,4,63.5
TA-01312,25.4,1.65,112,4,63.5
TA-01313,25.4,1.65,66,4,63.5
TA-01314,6.35,0.89,37,3,19.05
TA-01315,25.4,1.65,208,6,76.2
TA-01320,19.05,1.24,28,1,38.1
TA-01321,19.05,1.24,98,3,38.1
TA-01322,19.05,1.24,115,1,38.1
TA-01323,19.05,1.24,20,1,38.1
TA-01324,12.7,1.24,33,3,25.4
TA-01325,6.35,0.71,26,2,19.05
TA-01326,6.35,0.71,38,4,19.05
TA-01327,6.35,0.71,139,10,19.05
TA-01330,3.18,0.71,113,6,12.7
TA-01331,3.18,0.71,29,2,12.7
TA-01332,3.18,0.71,169,7,12.7
TA-01334,6.35,0.71,40,3,19.05
TA-01335,6.35,0.71,114,5,19.05
TA-01336,6.35,0.71,95,6,19.05
TA-01337,12.7,1.65,84,6,19.05
TA-01338,15.88,1.65,118,8,31.75
TA-01339,3.18,0.71,92,4,12.7
TA-01342,15.88,1.65,110,0,0
TA-01343,6.35,0.71,148,10,19.05
TA-01344,6.35,0.71,158,10,19.05
TA-01345,6.35,0.71,155,6,19.05
TA-01346,6.35,0.71,179,8,19.05
TA-01347,6.35,0.71,121,3,19.05
TA-01348,6.35,0.71,139,7,19.05
TA-01349,6.35,0.71,139,7,19.05
TA-01350,6.35,0.71,228,6,19.05
TA-01351,6.35,0.71,225,8,19.05
TA-01352,6.35,0.71,165,6,19.05
TA-01353,6.35,0.71,141,7,19.05
TA-01354,6.35,0.71,127,4,19.05
TA-01355,6.35,0.71,136,8,19.05
TA-01356,6.35,0.71,128,5,19.05
TA-01357,6.35,0.71,127,4,19.05
TA-01358,6.35,0.71,135,9,19.05
TA-01359,15.88,1.65,134,7,38.1
TA-01360,15.88,1.65,106,7,38.1
TA-01361,15.88,1.24,83,4,38.1
TA-01362,15.88,1.24,79,2,38.1
TA-01363,15.88,1.24,77,2,38.1
TA-01372,12.7,1.24,29,2,38.1
TA-01373,19.05,1.65,190,7,38.1
TA-01374,9.52,1.24,45,4,19
TA-01375,9.52,1.24,69,3,19
TA-01376,9.52,1.24,70,4,19.05
TA-01377,19.05,1.65,55,3,50.8
TA-01378,6.35,0.89,91,4,19
TA-01379,6.35,0.89,80,4,19
TA-01380,6.35,0.89,183,6,19
TA-01381,6.35,0.89,177,6,19
TA-01382,6.35,0.89,154,5,19
TA-01383,6.35,0.89,159,5,19
TA-01386,38.1,1.65,83,3,76.2
TA-01389,25.4,1.65,64,3,50.8
TA-01390,15.88,1.65,69,0,0
TA-01391,25.4,1.65,90,2,63.5
TA-01392,25.4,1.65,76,2,63.5
TA-01393,25.4,2.11,102,4,63.5
TA-01394,15.88,1.65,104,6,50.8
TA-01395,6.35,0.89,39,1,19
TA-01396,6.35,0.89,26,1,19.05
TA-01399,9.52,1.24,55,2,31.75
TA-01400,9.52,1.24,56,4,31.75
TA-01401,9.52,1.24,65,4,31.75
TA-01402,9.52,1.24,65,4,31.75
TA-01403,9.52,1.24,67,4,31.75
TA-01405,9.52,1.65,22,2,31.75
TA-01406,9.52,1.65,21,2,31.75
TA-01407,19.05,1.65,122,4,50.8
TA-01408,19.05,1.65,104,3,50.8
TA-01414,15.88,1.24,167,0,0
TA-01417,9.52,0.89,18,2,31.75
TA-01418,19.05,1.24,21,1,38.1
TA-01419,19.05,1.24,183,2,50.8
TA-01420,19.05,1.24,66,1,38.1
TA-01421,19.05,1.24,119,3,38.1
TA-01422,19.05,1.24,36,1,38.1
TA-01423,12.7,1.65,95,4,38.1
TA-01424,12.7,1.65,188,4,38.1
TA-01425,15.88,1.65,121,2,110
TA-01427,15.88,1.65,44,2,50.8
TA-01428,22.22,2.11,59,0,0
TA-01429,9.52,1.24,5,2,31.75
TA-01430,12.7,1.24,88,3,38.1
TA-01431,12.7,1.24,78,2,38.1
TA-01432,12.7,1.24,79,3,38.1
TA-01433,12.7,1.24,151,6,38.1
TA-01434,12.7,1.24,157,7,38.1
TA-01435,12.7,1.24,106,2,38.1
TA-01436,12.7,1.24,104,6,38.1
TA-01437,12.7,1.24,48,2,38.1
TA-01438,12.7,1.24,111,4,38.1
TA-01439,12.7,1.24,107,4,38.1
TA-01441,9.52,0.71,24,2,19.05
TA-01442,9.52,0.71,13,1,19.05
TA-01443,9.52,0.71,35,3,19.05
TA-01444,9.52,0.71,29,2,19.05
TA-01445,9.52,0.71,133,7,31.75
TA-01446,6.35,0.71,205,10,19.05
TA-01447,6.35,0.71,39,4,19.05
TA-01448,6.35,0.71,136,12,19.05
TA-01450,9.52,0.89,61,2,127
TA-01452,15.88,1.65,35,2,31.75
TA-01454,12.7,1.24,29,2,25.4
TA-01455,3.18,0.71,182,10,25
TA-01456,6.35,0.89,96,7,12.7
TA-01457,15.88,1.65,215,7,38.1
TA-01458,15.88,1.65,215,7,38.1
TA-01461,6.35,0.89,91,4,19.05
TA-01463,6.35,0.71,66,5,19.05
TA-01464,6.35,0.89,65,6,19.05
TA-01465,6.35,0.89,65,6,19.05
TA-01466,9.52,1.65,74,2,31.75
TA-01467,6.35,0.71,102,4,19.05
TA-01468,12.7,2.11,54,2,38.1
TA-01469,12.7,2.11,102,3,38.1
TA-01470,9.52,1.24,107,6,31.75
TA-01471,9.52,1.24,123,7,31.75
TA-01473,6.35,0.89,38,3,19.05
TA-01474,6.35,0.89,44,2,19.05
TA-01475,6.35,0.89,19,2,19.05
TA-01476,6.35,0.89,16,0,0
TA-01478,12.7,1.65,18,1,38.1
TA-01479,19.05,1.65,119,2,50.8
TA-01480,12.7,1.24,157,8,38.1
TA-01481,9.52,1.24,44,3,31.75
TA-01482,9.52,0.89,27,2,31.75
TA-01483,9.52,0.89,29,1,31.75
TA-01484,6.35,0.71,87,5,19.05
TA-01485,6.35,0.71,59,6,19.05
TA-01486,6.35,0.71,60,4,19.05
TA-01487,6.35,0.71,133,7,19.05
TA-01488,6.35,0.71,45,3,19.05
TA-01489,9.52,1.24,74,4,19.05
TA-01490,9.52,1.24,13,2,19.05
TA-01491,15.88,0.89,121,5,50.8
TA-01492,15.88,0.89,249,10,50.8
TA-01493,31.75,1.65,82,3,76.2
TA-01494,6.35,0.89,113,7,19.05
TA-01495,6.35,0.89,109,6,19.05
TA-01496,6.35,0.89,96,4,19.05
TA-01497,6.35,0.89,145,4,19.05
TA-01498,19.05,2.11,93,3,50.8
TA-01499,19.05,1.65,103,5,50.8
TA-01500,19.05,1.65,118,5,50.8
TA-01501,19.05,1.65,50,3,50.8
TA-01502,19.05,1.65,55,3,50.8
TA-01503,9.52,1.65,19,1,31.75
TA-01504,9.52,1.65,55,3,31.75
TA-01505,9.52,0.89,67,4,31.75
TA-01506,9.52,1.65,68,5,31.75
TA-01507,9.52,0.89,63,4,31.75
TA-01508,9.52,0.89,71,4,31.75
TA-01509,9.52,0.89,55,4,31.75
TA-01511,9.52,1.65,60,2,31.75
TA-01512,63.5,1.65,94,2,152.4
TA-01513,6.35,0.71,156,8,19.05
TA-01514,6.35,0.71,160,10,19.05
TA-01515,6.35,0.71,14,1,12.7
TA-01516,6.35,0.71,84,7,19.05
TA-01517,9.52,0.89,65,4,31.75
TA-01518,9.52,0.89,43,4,31.75
TA-01519,9.52,0.89,46,4,31.75
TA-01524,9.52,0.89,5,0,0
TA-01525,9.52,1.65,32,2,31.75
TA-01526,12.7,1.24,76,3,38.1
TA-01527,12.7,1.24,27,2,38.1
TA-01528,9.52,0.89,47,4,31.75
TA-01529,9.52,0.89,86,4,31.75
TA-01531,15.88,1.65,141,4,50.8
TA-01532,6.35,0.89,27,2,19.05
TA-01533,6.35,0.89,132,0,0
TA-01534,15.88,1.65,92,5,50.8
TA-01535,15.88,1.65,92,5,50.8
TA-01536,3.18,0.71,96,3,12.7
TA-01537,9.52,0.71,92,7,31.75
TA-01538,19.05,1.65,102,2,50.8
TA-01539,19.05,1.65,71,2,50.8
TA-01540,19.05,1.65,124,4,50.8
TA-01541,12.7,1.24,49,2,25.4
TA-01542,19.05,1.65,136,4,50.8
TA-01543,19.05,1.65,119,5,50.8
TA-01544,12.7,1.24,17,2,25.4
TA-01545,34.92,1.65,125,4,76.2
TA-01546,34.92,1.65,123,4,76.2
TA-01547,15.88,0.89,83,2,50.8
TA-01548,15.88,0.89,14,0,0
TA-01550,12.7,1.65,55,2,38.1
TA-01552,6.35,0.71,208,3,30
TA-01553,12.7,1.24,117,5,38.1
